"","tok","RF_PoStag","tree_PoStag","tok_2","f.s","tok_3","oed_check","oed_FALSE","oed_TRUE","oed_tt","oed_NNS","punct","tok.to.edit","pdf.page"
"1","PREFA","N.Name.*.*.*","NP","PREFA",NA,"PREFA",1,"PREFA",NA,NA,NA,NA,NA,8
"2","CE","N.Name.Nom.Sg.Neut","NP","CE",NA,"CE",0,NA,"CE",NA,NA,NA,"CE",8
"3",".","SYM.Pun.Sent","SENT",".",NA,".",1,".",NA,NA,NA,".",".",8
"4","K","N.Reg.Nom.Sg.*","NP","K",NA,"K",0,NA,"K",NA,NA,NA,"K",8
"5","nation","FM","NN","nation",NA,"nation",0,NA,"nation",NA,NA,NA,"nation",8
"6",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",8
"7","whofe","FM","NN","whofe","whofe","whofe",1,"whofe",NA,NA,NA,NA,NA,8
"8","education","FM","NN","education",NA,"education",0,NA,"education",NA,NA,NA,"education",8
"9","is","FM","VBZ","is",NA,"is",0,NA,"is",NA,NA,NA,"is",8
"10","perhaps","FM","RB","perhaps",NA,"perhaps",0,NA,"perhaps",NA,NA,NA,"perhaps",8
"11","a","FM","DT","a",NA,"a",0,NA,"a",NA,NA,NA,"a",8
"12","little","FM","JJ","little",NA,"little",0,NA,"little",NA,NA,NA,"little",8
"13","too","ADV","RB","too",NA,"too",0,NA,"too",NA,NA,NA,"too",8
"14","much","ADV","RB","much",NA,"much",0,NA,"much",NA,NA,NA,"much",8
"15","neglected","FM","VVN","neglected",NA,"neglected",0,NA,"neglected",NA,NA,NA,"neglected",8
"16",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",8
"17","may","FM","MD","may",NA,"may",0,NA,"may",NA,NA,NA,"may",8
"18","here","FM","RB","here",NA,"here",0,NA,"here",NA,NA,NA,"here",8
"19","find","FM","VV","find","find","find",0,NA,"find",NA,NA,NA,"find",8
"20","a","FM","DT","a",NA,"a",0,NA,"a",NA,NA,NA,"a",8
"21","familiar","FM","JJ","familiar","familiar","familiar",0,NA,"familiar",NA,NA,NA,"familiar",8
"22","and","FM","CC","and",NA,"and",0,NA,"and",NA,NA,NA,"and",8
"23","unaffected","FM","JJ","unaffected","unaffected","unaffected",0,NA,"unaffected",NA,NA,NA,"unaffected",8
"24","inſtructor","FM","NN","instructor",NA,"instructor",0,NA,"instructor",NA,NA,NA,"instructor",8
"25",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",8
"26","lefs","FM","NNS","lefs","lefs","lefs",1,"lefs",NA,NA,"lefs",NA,"lefs",8
"27","ſolicitous","FM","JJ","solicitous",NA,"solicitous",0,NA,"solicitous",NA,NA,NA,"solicitous",8
"28","to","FM","TO","to",NA,"to",0,NA,"to",NA,NA,NA,"to",8
"29","diſplay","FM","VV","display",NA,"display",0,NA,"display",NA,NA,NA,"display",8
"30","his","FM","PP$","his",NA,"his",0,NA,"his",NA,NA,NA,"his",8
"31","own","FM","JJ","own",NA,"own",0,NA,"own",NA,NA,NA,"own",8
"32","abilities","FM","NNS","abilities",NA,"abilities",1,"abilities",NA,NA,"abilities",NA,"abilities",8
"33","than","VPP.Full.Psp","IN","than",NA,"than",0,NA,"than",NA,NA,NA,"than",8
"34","to","FM","TO","to",NA,"to",0,NA,"to",NA,NA,NA,"to",8
"35","improve","FM","VV","improve",NA,"improve",0,NA,"improve",NA,NA,NA,"improve",8
"36","theirs","FM","PP","theirs",NA,"theirs",0,NA,"theirs",NA,NA,NA,"theirs",8
"37",".","SYM.Pun.Sent","SENT",".",NA,".",1,".",NA,NA,NA,".",".",8
"38","As","FM","IN","As",NA,"As",0,NA,"As",NA,NA,NA,"As",8
"39","this","FM","DT","this",NA,"this",0,NA,"this",NA,NA,NA,"this",8
"40","work","FM","NN","work",NA,"work",0,NA,"work",NA,NA,NA,"work",8
"41","is","FM","VBZ","is",NA,"is",0,NA,"is",NA,NA,NA,"is",8
"42","chiefly","FM","RB","chiefly","chiefly","chiefly",0,NA,"chiefly",NA,NA,NA,"chiefly",8
"43","calculated","FM","VVN","calculated",NA,"calculated",0,NA,"calculated",NA,NA,NA,"calculated",8
"44","for","FM","IN","for","for","for",0,NA,"for",NA,NA,NA,"for",8
"45","the","FM","DT","the",NA,"the",0,NA,"the",NA,NA,NA,"the",8
"46","youth","FM","NN","youth",NA,"youth",0,NA,"youth",NA,NA,NA,"youth",8
"47","of","FM","IN","of","of","of",0,NA,"of",NA,NA,NA,"of",8
"48","both","FM","DT","both",NA,"both",0,NA,"both",NA,NA,NA,"both",8
"49","ſexes","FM","NNS","sexes",NA,"sexes",1,"sexes",NA,NA,"sexes",NA,"sexes",8
"50",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",8
"51","as","ADV","RB","as",NA,"as",0,NA,"as",NA,NA,NA,"as",8
"52","well","ADV","RB","well",NA,"well",0,NA,"well",NA,NA,NA,"well",8
"53","as","ADV","IN","as",NA,"as",0,NA,"as",NA,NA,NA,"as",8
"54","for","FM","IN","for","for","for",0,NA,"for",NA,NA,NA,"for",8
"55","foreigners","FM","NNS","foreigners","foreigners","foreigners",0,NA,"foreigners",NA,NA,NA,"foreigners",8
"56","who","FM","WP","who",NA,"who",0,NA,"who",NA,NA,NA,"who",8
"57","are","FM","VBP","are",NA,"are",0,NA,"are",NA,NA,NA,"are",8
"58","deſirous","FM","JJ","desirous",NA,"desirous",0,NA,"desirous",NA,NA,NA,"desirous",8
"59","of","FM","IN","of","of","of",0,NA,"of",NA,NA,NA,"of",8
"60","learning","FM","VVG","learning",NA,"learning",0,NA,"learning",NA,NA,NA,"learning",8
"61","our","FM","PP$","our",NA,"our",0,NA,"our",NA,NA,NA,"our",8
"62","language","FM","NN","language",NA,"language",0,NA,"language",NA,NA,NA,"language",8
"63",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",8
"64","I","FM","PP","I",NA,"I",0,NA,"I",NA,NA,NA,"I",8
"65","have","VFIN.Aux.1.Sg.Pres.Ind","VHP","have",NA,"have",0,NA,"have",NA,NA,NA,"have",8
"66","taken","FM","VVN","taken",NA,"taken",0,NA,"taken",NA,NA,NA,"taken",8
"67","the","FM","DT","the",NA,"the",0,NA,"the",NA,NA,NA,"the",8
"68","utmoſt","FM","JJ","utmost",NA,"utmost",0,NA,"utmost",NA,NA,NA,"utmost",8
"69","care","FM","NN","care",NA,"care",0,NA,"care",NA,NA,NA,"care",8
"70","to","FM","TO","to",NA,"to",0,NA,"to",NA,NA,NA,"to",8
"71","adapt","FM","VV","adapt",NA,"adapt",0,NA,"adapt",NA,NA,NA,"adapt",8
"72","it","FM","PP","it",NA,"it",0,NA,"it",NA,NA,NA,"it",8
"73","to","FM","TO","to",NA,"to",0,NA,"to",NA,NA,NA,"to",8
"74","either","ADJD.Comp","DT","either",NA,"either",0,NA,"either",NA,NA,NA,"either",8
"75","claſs","FM","NNS","class",NA,"class",0,NA,"class",NA,NA,NA,"class",8
"76","of","FM","IN","of","of","of",0,NA,"of",NA,NA,NA,"of",8
"77","learners","FM","NNS","learners",NA,"learners",1,"learners",NA,NA,"learners",NA,"learners",8
"78",".","SYM.Pun.Sent","SENT",".",NA,".",1,".",NA,NA,NA,".",".",8
"79","This","FM","DT","This",NA,"This",0,NA,"This",NA,NA,NA,"This",8
"80","has","FM","VHZ","has",NA,"has",0,NA,"has",NA,NA,NA,"has",8
"81","been","FM","VBN","been",NA,"been",1,"been",NA,NA,"been",NA,"been",8
"82","attempted","FM","VVN","attempted",NA,"attempted",0,NA,"attempted",NA,NA,NA,"attempted",8
"83","by","FM","IN","by",NA,"by",0,NA,"by",NA,NA,NA,"by",8
"84","others","FM","NNS","others",NA,"others",0,NA,"others",NA,NA,NA,"others",8
"85",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",8
"86","but","CONJ.Coord.-","CC","but",NA,"but",0,NA,"but",NA,NA,NA,"but",8
"87","never","FM","RB","never",NA,"never",0,NA,"never",NA,NA,NA,"never",8
"88","ſo","FM","NN","so",NA,"so",0,NA,"so",NA,NA,NA,"so",8
"89","fully","FM","RB","fully","fully","fully",0,NA,"fully",NA,NA,NA,"fully",8
"90","before","FM","RB","before","before","before",0,NA,"before",NA,NA,NA,"before",8
"91",";","SYM.Pun.Sent",":",";",NA,";",1,";",NA,NA,NA,";",";",8
"92","and","FM","CC","and",NA,"and",0,NA,"and",NA,NA,NA,"and",8
"93","the","FM","DT","the",NA,"the",0,NA,"the",NA,NA,NA,"the",8
"94","want","FM","VVP","want",NA,"want",0,NA,"want",NA,NA,NA,"want",8
"95","there","FM","EX","there",NA,"there",0,NA,"there",NA,NA,NA,"there",8
"96","was","FM","VBD","was",NA,"was",0,NA,"was",NA,NA,NA,"was",8
"97","of","FM","IN","of","of","of",0,NA,"of",NA,NA,NA,"of",8
"98","a","FM","DT","a",NA,"a",0,NA,"a",NA,NA,NA,"a",8
"99","good","FM","JJ","good",NA,"good",0,NA,"good",NA,NA,NA,"good",8
"100","practical","FM","JJ","practical",NA,"practical",0,NA,"practical",NA,NA,NA,"practical",8
"101","Grammar","N.Name.Nom.Sg.Masc","NN","Grammar",NA,"Grammar",0,NA,"Grammar",NA,NA,NA,"Grammar",8
"102","in","APPR.In","IN","in",NA,"in",0,NA,"in",NA,NA,NA,"in",8
"103","all","FM","PDT","all",NA,"all",0,NA,"all",NA,NA,NA,"all",8
"104","our","FM","PP$","our",NA,"our",0,NA,"our",NA,NA,NA,"our",8
"105","ſchools","FM","NNS","schools",NA,"schools",0,NA,"schools",NA,NA,NA,"schools",8
"106","induced","FM","VVD","induced",NA,"induced",0,NA,"induced",NA,NA,NA,"induced",8
"107","me","FM","PP","me",NA,"me",0,NA,"me",NA,NA,NA,"me",8
"108","firft","VFIN.Full.3.Sg.Pres.Ind","NN","firft","firft","firft",1,"firft",NA,NA,NA,NA,NA,8
"109","to","FM","TO","to",NA,"to",0,NA,"to",NA,NA,NA,"to",8
"110","bend","FM","VV","bend",NA,"bend",0,NA,"bend",NA,NA,NA,"bend",8
"111","my","FM","PP$","my",NA,"my",0,NA,"my",NA,NA,NA,"my",8
"112","ſtudies","FM","NNS","studies",NA,"studies",1,"studies",NA,NA,"studies",NA,"studies",8
"113","towards","FM","IN","towards",NA,"towards",0,NA,"towards",NA,NA,NA,"towards",8
"114","ſupplying","N.Reg.Nom.Sg.Fem","VVG","supplying",NA,"supplying",0,NA,"supplying",NA,NA,NA,"supplying",8
"115","the","FM","DT","the",NA,"the",0,NA,"the",NA,NA,NA,"the",8
"116","defect","FM","NN","defect","defect","defect",0,NA,"defect",NA,NA,NA,"defect",8
"117",".","SYM.Pun.Sent","SENT",".",NA,".",1,".",NA,NA,NA,".",".",8
"118","It","FM","PP","It",NA,"It",0,NA,"It",NA,NA,NA,"It",8
"119","was","FM","VBD","was",NA,"was",0,NA,"was",NA,NA,NA,"was",8
"120","my","FM","PP$","my",NA,"my",0,NA,"my",NA,NA,NA,"my",8
"121","deſign","N.Reg.Nom.Pl.Fem","NN","design",NA,"design",0,NA,"design",NA,NA,NA,"design",8
"122","to","FM","TO","to",NA,"to",0,NA,"to",NA,NA,NA,"to",8
"123","draw","FM","VV","draw",NA,"draw",0,NA,"draw",NA,NA,NA,"draw",8
"124","up","FM","RP","up",NA,"up",0,NA,"up",NA,NA,NA,"up",8
"125","fuch","FM","NN","fuch","fuch","fuch",1,"fuch",NA,NA,NA,NA,NA,8
"126","a","FM","DT","a",NA,"a",0,NA,"a",NA,NA,NA,"a",8
"127","work","FM","NN","work",NA,"work",0,NA,"work",NA,NA,NA,"work",8
"128","as","ADV","RB","as",NA,"as",0,NA,"as",NA,NA,NA,"as",8
"129","might","FM","MD","might",NA,"might",0,NA,"might",NA,NA,NA,"might",8
"130","lead","FM","VV","lead",NA,"lead",0,NA,"lead",NA,NA,NA,"lead",8
"131","the","FM","DT","the",NA,"the",0,NA,"the",NA,NA,NA,"the",8
"132","young","FM","JJ","young",NA,"young",0,NA,"young",NA,NA,NA,"young",8
"133","ſcholar","FM","NN","scholar",NA,"scholar",0,NA,"scholar",NA,NA,NA,"scholar",8
"134","into","N.Name.*.*.*","IN","into",NA,"into",0,NA,"into",NA,NA,NA,"into",8
"135","a","FM","DT","a",NA,"a",0,NA,"a",NA,NA,NA,"a",8
"136","knowledge","FM","NN","knowledge",NA,"knowledge",0,NA,"knowledge",NA,NA,NA,"knowledge",8
"137","of","FM","IN","of","of","of",0,NA,"of",NA,NA,NA,"of",8
"138","Engliſe","FM","NN","Englise",NA,"Englise",1,"Englise",NA,NA,NA,NA,NA,8
"139",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",8
"140","in","APPR.In","IN","in",NA,"in",0,NA,"in",NA,NA,NA,"in",8
"141","the","FM","DT","the",NA,"the",0,NA,"the",NA,NA,NA,"the",8
"142","fame","FM","NN","fame","fame","fame",0,NA,"fame",NA,NA,NA,"fame",8
"143","manner","FM","NN","manner",NA,"manner",0,NA,"manner",NA,NA,NA,"manner",8
"144","as","ADV","IN","as",NA,"as",0,NA,"as",NA,NA,NA,"as",8
"145","he","FM","PP","he",NA,"he",0,NA,"he",NA,NA,NA,"he",8
"146","learns","FM","VVZ","learns",NA,"learns",1,"learns",NA,NA,NA,NA,NA,8
"147","Freuch","N.Reg.Nom.Sg.Masc","NP","Freuch",NA,"Freuch",1,"Freuch",NA,NA,NA,NA,NA,8
"148","or","FM","CC","or",NA,"or",0,NA,"or",NA,NA,NA,"or",8
"149","any","FM","DT","any",NA,"any",0,NA,"any",NA,NA,NA,"any",8
"150","other","N.Name.*.*.*","JJ","other",NA,"other",0,NA,"other",NA,NA,NA,"other",8
"151","modern","ADJD.Pos","JJ","modern",NA,"modern",0,NA,"modern",NA,NA,NA,"modern",8
"152","language","ADJD.Pos","NN","language",NA,"language",0,NA,"language",NA,NA,NA,"language",8
"153",".","SYM.Pun.Sent","SENT",".",NA,".",1,".",NA,NA,NA,".",".",8
"154","In","APPR.In","IN","In",NA,"In",0,NA,"In",NA,NA,NA,"In",8
"155","it","FM","PP","it",NA,"it",0,NA,"it",NA,NA,NA,"it",8
"156","I","FM","PP","I",NA,"I",0,NA,"I",NA,NA,NA,"I",8
"157","have","VFIN.Aux.1.Sg.Pres.Ind","VHP","have",NA,"have",0,NA,"have",NA,NA,NA,"have",8
"158","included","FM","VVN","included",NA,"included",0,NA,"included",NA,NA,NA,"included",8
"159","all","FM","PDT","all",NA,"all",0,NA,"all",NA,NA,NA,"all",8
"160","the","FM","DT","the",NA,"the",0,NA,"the",NA,NA,NA,"the",8
"161","parts","FM","NNS","parts",NA,"parts",0,NA,"parts",NA,NA,NA,"parts",8
"162","of","FM","IN","of","of","of",0,NA,"of",NA,NA,NA,"of",8
"163","Engliſb","FM","NN","Englisb",NA,"Englisb",1,"Englisb",NA,NA,NA,NA,NA,8
"164","ſpeech","FM","NN","speech",NA,"speech",0,NA,"speech",NA,NA,NA,"speech",8
"165",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",8
"166","and","FM","CC","and",NA,"and",0,NA,"and",NA,NA,NA,"and",8
"167","have","VFIN.Aux.1.Sg.Pres.Ind","VHP","have",NA,"have",0,NA,"have",NA,NA,NA,"have",8
"168","given","FM","VVN","given",NA,"given",0,NA,"given",NA,NA,NA,"given",8
"169","upon","FM","IN","upon",NA,"upon",0,NA,"upon",NA,NA,NA,"upon",8
"170","every","FM","DT","every",NA,"every",0,NA,"every",NA,NA,NA,"every",8
"171","part","FM","NN","part",NA,"part",0,NA,"part",NA,NA,NA,"part",8
"172","fuch","FM","NN","fuch","fuch","fuch",1,"fuch",NA,NA,NA,NA,NA,8
"173","well","ADV","RB","well",NA,"well",0,NA,"well",NA,NA,NA,"well",8
"174","-","SYM.Pun.Hyph","JJ","-",NA,"-",1,"-",NA,NA,NA,"-","-",8
"175","grounded","FM","VVN","grounded",NA,"grounded",0,NA,"grounded",NA,NA,NA,"grounded",8
"176","rules","FM","NNS","rules",NA,"rules",0,NA,"rules",NA,NA,NA,"rules",8
"177","as","ADV","IN","as",NA,"as",0,NA,"as",NA,NA,NA,"as",8
"178","the","FM","DT","the",NA,"the",0,NA,"the",NA,NA,NA,"the",8
"179","affiduity","FM","NN","affiduity","affiduity","affiduity",1,"affiduity",NA,NA,NA,NA,NA,8
"180","of","FM","IN","of","of","of",0,NA,"of",NA,NA,NA,"of",8
"181","others","FM","NNS","others",NA,"others",0,NA,"others",NA,NA,NA,"others",8
"182","might","FM","MD","might",NA,"might",0,NA,"might",NA,NA,NA,"might",8
"183","have","VFIN.Aux.1.Sg.Pres.Ind","VH","have",NA,"have",0,NA,"have",NA,NA,NA,"have",8
"184","poited","FM","VVN","poited",NA,"poited",1,"poited",NA,NA,NA,NA,NA,8
"185","to","FM","TO","to",NA,"to",0,NA,"to",NA,NA,NA,"to",8
"186","me","FM","PP","me",NA,"me",0,NA,"me",NA,NA,NA,"me",8
"187",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",8
"188","er","FM","VVG","er",NA,"er",0,NA,"er",NA,NA,NA,"er",8
"189","my","FM","PP$","my",NA,"my",0,NA,"my",NA,NA,NA,"my",8
"190","own","FM","JJ","own",NA,"own",0,NA,"own",NA,NA,NA,"own",8
"191","induſtry","FM","NN","industry",NA,"industry",0,NA,"industry",NA,NA,NA,"industry",8
"192","found","FM","VVD","found","found","found",0,NA,"found",NA,NA,NA,"found",8
"193","uſeful","FM","JJ","useful","useful","useful",0,NA,"useful",NA,NA,NA,"useful",8
"194",".","SYM.Pun.Sent","SENT",".",NA,".",1,".",NA,NA,NA,".",".",8
"195","Nor","FM","CC","Nor",NA,"Nor",0,NA,"Nor",NA,NA,NA,"Nor",8
"196","have","VFIN.Aux.1.Sg.Pres.Ind","VHP","have",NA,"have",0,NA,"have",NA,NA,NA,"have",8
"197","I","FM","PP","I",NA,"I",0,NA,"I",NA,NA,NA,"I",8
"198","been","FM","VBN","been",NA,"been",1,"been",NA,NA,"been",NA,"been",8
"199","leſs","FM","NNS","less",NA,"less",0,NA,"less",NA,NA,NA,"less",8
"200","careful","FM","JJ","careful","careful","careful",0,NA,"careful",NA,NA,NA,"careful",8
"201","in","APPR.In","IN","in",NA,"in",0,NA,"in",NA,NA,NA,"in",8
"202","my","FM","PP$","my",NA,"my",0,NA,"my",NA,NA,NA,"my",8
"203","examples","FM","NNS","examples",NA,"examples",1,"examples",NA,NA,"examples",NA,"examples",8
"204","to","FM","TO","to",NA,"to",0,NA,"to",NA,NA,NA,"to",8
"205","thofe","FM","JJ","thofe","thofe","thofe",1,"thofe",NA,NA,NA,NA,NA,8
"206","rules","FM","NNS","rules",NA,"rules",0,NA,"rules",NA,NA,NA,"rules",8
"207",";","SYM.Pun.Sent",":",";",NA,";",1,";",NA,NA,NA,";",";",8
"208","the","FM","DT","the",NA,"the",0,NA,"the",NA,NA,NA,"the",8
"209","reader","FM","NN","reader",NA,"reader",0,NA,"reader",NA,NA,NA,"reader",8
"210","of","FM","IN","of","of","of",0,NA,"of",NA,NA,NA,"of",8
"211","diſcernment","FM","NN","discernment",NA,"discernment",0,NA,"discernment",NA,NA,NA,"discernment",8
"212","will","FM","MD","will",NA,"will",0,NA,"will",NA,NA,NA,"will",8
"213","probably","FM","RB","probably",NA,"probably",0,NA,"probably",NA,NA,NA,"probably",8
"214","perceive","FM","VV","perceive",NA,"perceive",0,NA,"perceive",NA,NA,NA,"perceive",8
"215","them","ADJA.Pos.Dat.Sg.Neut","PP","them",NA,"them",0,NA,"them",NA,NA,NA,"them",8
"216","various","FM","JJ","various",NA,"various",0,NA,"various",NA,NA,NA,"various",8
"217","and","FM","CC","and",NA,"and",0,NA,"and",NA,NA,NA,"and",8
"218","appofite","FM","NN","appofite","appofite","appofite",1,"appofite",NA,NA,NA,NA,NA,8
"219",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",8
"220","at","FM","IN","at",NA,"at",0,NA,"at",NA,NA,NA,"at",8
"221","once","FM","RB","once",NA,"once",0,NA,"once",NA,NA,NA,"once",8
"222","ferving","FM","VVG","ferving","ferving","ferving",1,"ferving",NA,NA,NA,NA,NA,8
"223","to","FM","TO","to",NA,"to",0,NA,"to",NA,NA,NA,"to",8
"224","illuſtrate","N.Reg.Nom.Pl.Neut","VV","illustrate",NA,"illustrate",0,NA,"illustrate",NA,NA,NA,"illustrate",8
"225","the","FM","DT","the",NA,"the",0,NA,"the",NA,NA,NA,"the",8
"226","precept","FM","NN","precept",NA,"precept",0,NA,"precept",NA,NA,NA,"precept",8
"227",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",8
"228","and","FM","CC","and",NA,"and",0,NA,"and",NA,NA,NA,"and",8
"229","entertain","VIMP.Full.2.Sg","VV","entertain",NA,"entertain",0,NA,"entertain",NA,NA,NA,"entertain",8
"230","the","FM","DT","the",NA,"the",0,NA,"the",NA,NA,NA,"the",8
"231","imagination","FM","NN","imagination",NA,"imagination",0,NA,"imagination",NA,NA,NA,"imagination",8
"232",".","SYM.Pun.Sent","SENT",".",NA,".",1,".",NA,NA,NA,".",".",8
"233","Some","FM","DT","Some",NA,"Some",0,NA,"Some",NA,NA,NA,"Some",8
"234","benefit","FM","NN","benefit","benefit","benefit",0,NA,"benefit",NA,NA,NA,"benefit",8
"235","may","FM","MD","may",NA,"may",0,NA,"may",NA,NA,NA,"may",8
"236","be","FM","VB","be",NA,"be",0,NA,"be",NA,NA,NA,"be",8
"237","alſo","FM","NN","also",NA,"also",0,NA,"also",NA,NA,NA,"also",8
"238","derived","FM","VVN","derived",NA,"derived",0,NA,"derived",NA,NA,NA,"derived",8
"239","from","FM","IN","from","from","from",0,NA,"from",NA,NA,NA,"from",8
"240","their","FM","PP$","their",NA,"their",0,NA,"their",NA,NA,NA,"their",8
"241","copiouſneſs","FM","NNS","copiousness",NA,"copiousness",0,NA,"copiousness",NA,NA,NA,"copiousness",8
"242",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",8
"243","as","ADV","IN","as",NA,"as",0,NA,"as",NA,NA,NA,"as",8
"244","they","FM","PP","they",NA,"they",0,NA,"they",NA,NA,NA,"they",8
"245","may","FM","MD","may",NA,"may",0,NA,"may",NA,NA,NA,"may",8
"246","anfwer","FM","NN","anfwer","anfwer","anfwer",1,"anfwer",NA,NA,NA,NA,NA,8
"247","the","FM","DT","the",NA,"the",0,NA,"the",NA,NA,NA,"the",8
"248","purpoſe","FM","NN","purpose",NA,"purpose",0,NA,"purpose",NA,NA,NA,"purpose",8
"249","of","FM","IN","of","of","of",0,NA,"of",NA,NA,NA,"of",8
"250","an","APPR.An","DT","an",NA,"an",0,NA,"an",NA,NA,NA,"an",8
"251","Engliſp","FM","NN","Englisp",NA,"Englisp",1,"Englisp",NA,NA,NA,NA,NA,8
"252","vocabulary","FM","NN","vocabulary",NA,"vocabulary",0,NA,"vocabulary",NA,NA,NA,"vocabulary",8
"253",",","SYM.Pun.Comma",",",",",NA,",",1,",",NA,NA,NA,",",",",8
"254","furnifhing","FM","VVG","furnifhing","furnifhing","furnifhing",1,"furnifhing",NA,NA,NA,NA,NA,8
"255","a","FM","DT","a",NA,"a",0,NA,"a",NA,NA,NA,"a",8
"256","number","FM","NN","number",NA,"number",0,NA,"number",NA,NA,NA,"number",8
"257","of","FM","IN","of","of","of",0,NA,"of",NA,NA,NA,"of",8
"258","words","FM","NNS","words",NA,"words",0,NA,"words",NA,NA,NA,"words",8
"259","which","VFIN.Full.3.Sg.Past.Ind","WDT","which",NA,"which",0,NA,"which",NA,NA,NA,"which",8
"260","the","FM","DT","the",NA,"the",0,NA,"the",NA,NA,NA,"the",8
